email,name,designation,category,tags,case,source,mobile,reject_reason
addsp.nashik@mahapolice.gov.in,25,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
addsp.sindhudurg@mahapolice.gov.in,36,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
adgmnc.dprmod@nic.in,A Bharat Bhushan Babu,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
asp.ahmednagar.anr@mahapolice.gov.in,1,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
aspamravati.amr@mahapolice.gov.in,4,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
dysp.home.bhandara@mahapolice.gov.in,8,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.chandrapur@mahapolice.gov.in,10,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.dhule@mahapolice.gov.in,11,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.gadchiroli@mahapolice.gov.in,12,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.gondia@mahapolice.gov.in,13,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.hingoli@mahapolice.gov.in,14,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.kolhapur@mahapolice.gov.in,17,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.latur@mahapolice.gov.in,18,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.nagpur-rural@mahapolice.gov.in,21,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.nanded@mahapolice.gov.in,22,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.nandurbar@mahapolice.gov.in,23,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.osamanabad@mahapolice.gov.in,27,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.palghar@mahapolice.gov.in,28,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.parbhani@mahapolice.gov.in,29,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.punerural@mahapolice.gov.in,31,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.raigad@mahapolice.gov.in,32,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.ratnagiri@mahapolice.gov.in,33,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.sangli@mahapolice.gov.in,34,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.satara@mahapolice.gov.in,35,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.solapurrural@mahapolice.gov.in,38,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.thanerural@mahapolice.gov.in,40,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.wardha@mahapolice.gov.in,41,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.washim@mahapolice.gov.in,42,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysp.home.yavatmal@mahapolice.gov.in,43,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dysphq.buld@mahapolice.gov.in,9,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
prashant.badgeri@nic.in,29,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
complaint@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,inbox_bounce_notification
dgpgoa@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
dysphq@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
igpgoa@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,inbox_bounce_notification
pianjuna@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,inbox_bounce_notification
picalangute@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,inbox_bounce_notification
picoastal.siolim@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
pimapusa@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,inbox_bounce_notification
pisaligao@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,inbox_bounce_notification
sdpoporvorim@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,policy_rejected
sp.ats@goapolice.gov.in,,,Police/Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,policy_rejected
dcphq.cpsol@mahapolice.gov.in,37,,Government,govt-state|police-hq|police-zone,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dcpzone.nashikcp@mahapolice.gov.in,24,,Government,govt-state|police-hq|police-zone,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dcpzonei.abad@mahapolice.gov.in,5,,Government,govt-state|police-hq|police-zone,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dcpzonei.cpamt@mahapolice.gov.in,3,,Government,govt-state|police-hq|police-zone,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
cruzsilva.mla.velim@gmail.com,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
delilahlobosiolimoffice@gmail.com,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
michaellobo.goa@gmail.com,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
mla.calangute.gvs@gov.in,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
mla.mandrem.gvs@gov.in,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,inbox_bounce_notification
mla.mapusa.gvs@gov.in,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
mla.margao.gvs@gov.in,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
mla.porvorim.gvs@gov.in,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
mla.sanquelim.gvs@gov.in,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
mla.siolim.gvs@gov.in,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
mla.siolim.gvs@nic.in,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
sec-legi.goa@nic.in,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,policy_rejected
vijaisardesai.goa@gmail.com,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
viriato.goa@gmail.com,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
vpsiolim.marna@gmail.com,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
vpsiolimsodiem@gmail.com,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
vpsodiemsiolim@gmail.com,,,Government,goa|govt-state|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
acs.planning@maharashtra.gov.in,acs.planning,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
addcommissioner@nashikcorporation.in,17,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,dead_domain
addcommissioner@solapurcorporation.gov.in,24,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
addlfa-dod@gov.in,Shri Amitabh Ranjan Sinha IP&TA&FS (1998),,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
addlsecy-mod@gov.in,23019658 (Fax),,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
adg@cbi.gov.in,011-24361156,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
adipol@cbi.gov.in,adipol,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
aditya.sengar@sfio.nic.in,14,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
aigp2@cbi.gov.in,011-24368148,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
akanksha.singh@sfio.nic.in,07,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
akusing.vasave@nic.in,32,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
alokebardhan.sfio@nic.in,regional office kolkata,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
anand.85@sfio.nic.in,13,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
anand.kpal@nic.in,Shri Anand Kumar Pal (ICoAS),,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
anand.limaye@yashada.org,anand.limaye,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
anees.shaikh@nic.in,47,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
anil.kulkarni66@nic.in,40,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
anish.parshurame@nic.in,50,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
anupam.85@sfio.nic.in,22,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
anupam.v@sfio.nic.in,03,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
apparao.vishnagiri@sfio.nic.in,ro-hyderabad,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
aprna.mudiam@gov.in,09,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
arun.meganathan@gov.in,05,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
arup.srk@sfio.nic.in,02,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
asbhandari@sfio.nic.in,01,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
asdod-mod@gov.in,23017875 (Fax),,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
asfa-mod@nic.in,"Shri Longjam Siddhartha Singh, IA&AS (94)",,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
ashishd.c081601@gov.in,20,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
ashishharita@sfio.nic.in,02,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
atul.yadav@sfio.nic.in,07,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
balasaheb.raskar@nic.in,1,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
baliram.chavhan@nic.in,6,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
bharat.bhushan@yashada.org,bharat.bhushan,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
brameshnar.go92402@gov.in,"sfio, ro, hyderabad",,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
ceozp.beed@maharashtra.gov.in,5,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
chiefminister@maharashtra.gov.in,Please,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
chiefsecretary@maharashtra.gov.in,chiefsecretary,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
cm@maharashtra.gov.in,maharashtra.gov.in,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
commissioner@nashikcorporation.in,12,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,dead_domain
dattatray.kahar@nic.in,22,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dcfsl@cbi.gov.in,011-24361396,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
deepmala.sfio@nic.in,04,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
digp@cbi.gov.in,011-23092985,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
digsudel@cbi.gov.in,011-23386555,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
digtrg@cbi.gov.in,0120-2782985,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
dinesh.sonawane@nic.in,35,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
diradm.dpr-mod@gov.in,D Salai Maran,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
director@sfio.nic.in,01,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
dmc@kolhapurcorporation.gov.in,10,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,host_not_reachable
dyceo.gadosmanabad@gmail.com,21,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dyceog.yavatmal@maharashtra.gov.in,34,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
dyceogad.gadchiroli@maharashtra.gov.in,10,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
dyceogad.satara@maharashtra.gov.in,28,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
dyceogbuldana@gmail.com,7,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dyceogenraigad@yahoo.com,25,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dyceopgzpchandrapur@gmail.com,8,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
dyceosin@yahoo.com,29,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,hard_bounce_other
dyceowashim@gmai.com,33,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,dead_domain
dysec1.revenue@maharashtra.gov.in,41,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
el.khawlhring@gov.in,Shri Eddie Lalrinliana Khawlhring (ICAS:1995),,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
ganesh.sfio@nic.in,08,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
ganesh@sfio.nic.in,05,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
grv.lather@sfio.nic.in,16,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
harpreetk@sfio.nic.in,Extn. No.: 306,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
harvinder.p@sfio.nic.in,15,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,user_not_found
hobac1del@cbi.gov.in,hobac1del,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobac2del@cbi.gov.in,hobac2del,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobac3del@cbi.gov.in,hobac3del,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobacbbsr@cbi.gov.in,hobacbbsr,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobacblr@cbi.gov.in,080-23332726,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobacchg@cbi.gov.in,hobacchg,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobacchn@cbi.gov.in,hobacchn,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobaccoch@cbi.gov.in,hobaccoch,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobacdnd@cbi.gov.in,hobacdnd,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobacgnr@cbi.gov.in,hobacgnr,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobacgoa@cbi.gov.in,hobacgoa,,Government,goa|govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobacgwh@cbi.gov.in,hobacgwh,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobacgzb@cbi.gov.in,hobacgzb,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
hobachyd@cbi.gov.in,hobachyd,,Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Indian_Ministers.mbm,,policy_rejected
